frame_id,timestamp,track_id,team_color,x,y,vx,vy
2,0.06666666666666667,1,marker,798.0,483.5,0.0,0.0
2,0.06666666666666667,2,marker,588.0,241.5,0.0,0.0
2,0.06666666666666667,3,marker,587.0,284.0,0.0,0.0
2,0.06666666666666667,4,marker,565.5,279.0,0.0,0.0
2,0.06666666666666667,5,marker,594.5,368.5,0.0,0.0
2,0.06666666666666667,6,marker,756.0,523.0,0.0,0.0
2,0.06666666666666667,7,marker,577.0,367.0,0.0,0.0
2,0.06666666666666667,8,marker,773.0,467.0,0.0,0.0
2,0.06666666666666667,9,marker,755.5,182.5,0.0,0.0
2,0.06666666666666667,10,marker,679.5,319.0,0.0,0.0
2,0.06666666666666667,11,marker,599.0,235.0,0.0,0.0
2,0.06666666666666667,12,marker,793.5,159.5,0.0,0.0
2,0.06666666666666667,13,marker,753.5,181.0,0.0,0.0
2,0.06666666666666667,14,marker,572.5,252.5,0.0,0.0
3,0.1,1,marker,797.8507458975633,483.5,-0.4972650422675285,0.0
3,0.1,2,marker,588.0,241.5,0.0,0.0
3,0.1,3,marker,587.0,284.0,0.0,0.0
3,0.1,4,marker,565.5,279.0,0.0,0.0
3,0.1,5,marker,594.5,368.5,0.0,0.0
3,0.1,6,marker,756.0746270512184,523.0,0.24863252113376424,0.0
3,0.1,7,marker,577.0,367.0,0.0,0.0
3,0.1,8,marker,773.0,466.9253729487817,0.0,-0.24863252113376424
3,0.1,9,marker,755.5,182.5,0.0,0.0
3,0.1,10,marker,679.5,319.0,0.0,0.0
3,0.1,11,marker,599.0,235.0,0.0,0.0
3,0.1,12,marker,793.5,159.5746270512183,0.0,0.24863252113376424
3,0.1,13,marker,753.5,181.0,0.0,0.0
3,0.1,14,marker,572.5,252.5,0.0,0.0
3,0.1,15,marker,670.0,325.0,0.0,0.0
3,0.1,16,marker,597.0,370.0,0.0,0.0
3,0.1,17,marker,570.5,253.0,0.0,0.0
3,0.1,18,marker,676.5,321.0,0.0,0.0
4,0.13333333333333333,1,marker,797.4769182560799,483.5735971620493,-0.5045989273975622,0.4757562256892577
4,0.13333333333333333,2,marker,588.0,241.42640283795072,0.0,-0.4757562256892577
4,0.13333333333333333,3,marker,587.0,284.0,0.0,0.0
4,0.13333333333333333,4,marker,565.5735971620493,279.0,0.4757562256892577,0.0
4,0.13333333333333333,5,marker,594.5,368.5,0.0,0.0
4,0.13333333333333333,6,marker,756.2247422909355,523.0,0.014421350854044057,0.0
4,0.13333333333333333,7,marker,577.0,367.0,0.0,0.0
4,0.13333333333333333,8,marker,773.0735971620493,466.7752577090646,0.4757562256892577,-0.01442135085415222
4,0.13333333333333333,9,marker,755.5,182.5,0.0,0.0
4,0.13333333333333333,10,marker,679.5,319.0,0.0,0.0
4,0.13333333333333333,11,marker,599.0,235.0,0.0,0.0
4,0.13333333333333333,12,marker,793.5,159.72474229093547,0.0,0.014421350854125187
4,0.13333333333333333,13,marker,753.5,181.0,0.0,0.0
4,0.13333333333333333,14,marker,572.5,252.5,0.0,0.0
4,0.13333333333333333,15,marker,669.9253729487817,325.07462705121833,-0.24863252113376424,0.24863252113376424
4,0.13333333333333333,16,marker,597.0,370.0,0.0,0.0
4,0.13333333333333333,17,marker,570.5,253.0,0.0,0.0
4,0.13333333333333333,18,marker,676.5746270512183,321.0,0.24863252113376424,0.0
5,0.16666666666666666,1,marker,797.1290058642646,483.76294721135974,-0.25286994966234366,0.2430150475432975
5,0.16666666666666666,2,marker,588.0,241.23705278864028,0.0,-0.24301504754332587
5,0.16666666666666666,3,marker,587.0,284.0,0.0,0.0
5,0.16666666666666666,4,marker,565.7629472113597,279.0,0.24301504754335423,0.0
5,0.16666666666666666,5,marker,594.5,368.5,0.0,0.0
5,0.16666666666666666,6,marker,756.3666342503258,522.8747784237243,0.25443344991092365,-0.4990119977030176
5,0.16666666666666666,7,marker,577.0,367.0,0.0,0.0
5,0.16666666666666666,8,marker,773.2629472113597,466.6959765378122,0.24301504754335423,-0.00492745105949469
5,0.16666666666666666,9,marker,755.5,182.5,0.0,0.0
5,0.16666666666666666,10,marker,679.5,319.0,0.0,0.0
5,0.16666666666666666,11,marker,599.0,235.0,0.0,0.0
5,0.16666666666666666,12,marker,793.5,159.80402346218784,0.0,0.004927451059481839
5,0.16666666666666666,13,marker,753.5,181.0,0.0,0.0
5,0.16666666666666666,14,marker,572.5,252.5,0.0,0.0
5,0.16666666666666666,15,marker,669.7016605470152,325.22474229093547,-0.49017757654330174,0.01442135085415222
5,0.16666666666666666,16,marker,597.0,370.0,0.0,0.0
5,0.16666666666666666,17,marker,570.5,253.0,0.0,0.0
5,0.16666666666666666,18,marker,676.6511451288861,321.0,-0.4613348748352136,0.0
6,0.2,1,marker,796.8434261460646,483.88289240979236,-0.3057684805752015,0.13965260792539222
6,0.2,2,marker,587.9458638780276,241.11710759020758,-0.16147349393131413,-0.13965260792540224
6,0.2,3,marker,587.0,284.0541361219724,0.0,0.16147349393131413
6,0.2,4,marker,565.8287562878199,279.0,-0.021820886005883555,0.0
6,0.2,5,marker,594.5,368.4458638780276,0.0,-0.16147349393131413
6,0.2,6,marker,756.5720049723382,522.4672631335496,0.19792370178031027,-0.7141520127049518
6,0.2,7,marker,577.0,367.0,0.0,0.0
6,0.2,8,marker,773.4370285317648,466.58609121694235,0.3011261018567447,-0.1637946832905425
6,0.2,9,marker,755.5,182.5,0.0,0.0
6,0.2,10,marker,679.5,319.0,0.0,0.0
6,0.2,11,marker,599.0,235.0,0.0,0.0
6,0.2,12,marker,793.5,159.85977266108526,0.0,0.0023211893592155223
6,0.2,13,marker,753.5,181.0,0.0,0.0
6,0.2,14,marker,572.5,252.44586387802758,0.0,-0.16147349393131413
6,0.2,15,marker,669.5582509027282,325.30402346218784,0.25106949910024845,0.00492745105949469
6,0.2,16,marker,597.0,370.0626107881379,0.0,0.2495059988515088
6,0.2,17,marker,570.5,252.9373892118621,0.0,-0.2495059988515088
6,0.2,18,marker,676.6036870389661,321.0,0.011418402367626146,0.0
7,0.23333333333333334,1,marker,796.5625273176431,483.9565640076155,-0.24105912319068296,0.08278028540266039
7,0.23333333333333334,2,marker,587.8181070680602,241.04343599238445,-0.15590759200392745,-0.08278028540266334
7,0.23333333333333334,3,marker,587.0,284.1818929319399,0.0,0.15590759200391333
7,0.23333333333333334,4,marker,565.8233985444779,279.0,0.05121719221724058,0.0
7,0.23333333333333334,5,marker,594.5,368.3181070680601,0.0,-0.15590759200391333
7,0.23333333333333334,6,marker,756.7351728736442,521.9648841316335,0.1365967618851002,-0.5826374619940311
7,0.23333333333333334,7,marker,577.0,367.0,0.0,0.0
7,0.23333333333333334,8,marker,773.6384569395555,466.41859919665944,0.23868787740661207,-0.157093214895977
7,0.23333333333333334,9,marker,755.5,182.5,0.0,0.0
7,0.23333333333333334,10,marker,679.5,319.0,0.0,0.0
7,0.23333333333333334,11,marker,599.0,235.0,0.0,0.0
7,0.23333333333333334,12,marker,793.5,159.89950787140063,0.0,0.0011856228920437638
7,0.23333333333333334,13,marker,753.5,181.0,0.0,0.0
7,0.23333333333333334,14,marker,572.5,252.3181070680601,0.0,-0.1559075920039204
7,0.23333333333333334,15,marker,669.6817995516279,325.3597726610853,0.2492312275577443,0.002321189359228373
7,0.23333333333333334,16,marker,597.0,370.2122323112528,0.0,0.19560251242116172
7,0.23333333333333334,17,marker,570.5,252.7877676887472,0.0,-0.19560251242116172
7,0.23333333333333334,18,marker,676.6891125625458,321.0,0.058271093854936416,0.0
7,0.23333333333333334,19,marker,752.0,180.0,0.0,0.0
7,0.23333333333333334,20,marker,793.0,155.5,0.0,0.0
8,0.26666666666666666,1,marker,796.161886830266,483.99893959670584,-0.6056705310397894,0.04716940484068068
8,0.26666666666666666,2,marker,587.7450251905796,241.00106040329408,-0.010799591249248702,-0.04716940484067743
8,0.26666666666666666,3,marker,587.0,284.300649402751,0.0,0.12010920564236677
8,0.26666666666666666,4,marker,565.8171136727503,279.0,-0.04679781142046069,0.0
